id	name	similarity
DB01624	zuclopenthixol	-4.2396708
DB06216	asenapine	-4.2398973
DB00420	promazine	-4.239984
DB00720	clodronic-acid	-4.239989
DB00136	calcitriol	-4.2400713
DB00606	cyclothiazide	-4.2400894
DB00945	aspirin	-4.24021
DB00250	dapsone	-4.2402577
DB00922	levosimendan	-4.240555
DB09559	Necitumumab	-4.240622
DB09288	propacetamol	-4.2406926
DB01219	dantrolene	-4.2407913
DB08983	etofibrate	-4.240848
DB01620	pheniramine	-4.2408705
DB06213	regadenoson	-4.2409344
strontium-ranelate		-4.2410393
DB01164	Calcium Chloride	-4.2410774
DB04844	tetrabenazine	-4.241103
DB01325	quinethazone	-4.2416606
DB12159	DUPILUMAB	-4.241777
sodium-salicylate		-4.2418656
DB00351	megestrol acetate	-4.2419066
DB01241	gemfibrozil	-4.2419267
DB00573	fenoprofen	-4.242034
epalrestat		-4.2420444
DB09006	clinofibrate	-4.242059
DB04924	itopride	-4.242085
DB13873	fenofibric-acid	-4.2421546
DB00936	Salicylic acid	-4.2422395
DB01406	danazol	-4.2424874
DB00282	pamidronate	-4.242562
DB09128	brexpiprazole	-4.2425623
DB00381	amlodipine	-4.242769
DB00432	Trifluridine	-4.2427807
DB03619	deoxycholic-acid	-4.242902
DB09076	umeclidinium	-4.2429295
DB08897	aclidinium	-4.2429295
DB01224	quetiapine	-4.243254
DB08918	Levomilnacipran	-4.243317
DB00364	sucralfate	-4.2434955
DB00151	L-Cysteine	-4.2435527
DB00880	chlorothiazide	-4.2435837
DB00070	hyaluronidase (ovine)	-4.243628
DB00949	felbamate	-4.243673
clobetasone-butyrate		-4.2438245
DB00642	pemetrexed	-4.2438498
DB00316	paracetamol	-4.243905
DB11629	laropiprant	-4.243909
DB00427	triprolidine	-4.2439623
DB06217	vernakalant	-4.2440214
DB01206	lomustine	-4.244043
DB05294	vandetanib	-4.2440605
DB00247	methysergide	-4.2443404
DB00830	Phenmetrazine	-4.244347
DB00937	amfepramone	-4.244347
DB11699	tropisetron	-4.2445903
DB00399	zoledronic-acid	-4.244759
DB06594	agomelatine	-4.2447762
DB00312	Pentobarbital	-4.2447977
DB00561	doxapram	-4.2447996
DB06706	isometheptene-mucate	-4.2448034
DB00746	deferoxamine-mesylate	-4.2450356
DB06654	safinamide	-4.2451434
DB00030	insulin human	-4.245318
DB01200	bromocriptine	-4.2454844
DB01078	deslanoside	-4.245499
DB09068	vortioxetine	-4.2456307
DB11581	venetoclax	-4.2456703
DB05578	Ramucirumab	-4.2456846
DB00232	methyclothiazide	-4.245734
DB00322	floxuridine	-4.245753
carazolol		-4.245771
DB00234	reboxetine	-4.24583
DB08806	roxatidine-acetate	-4.245844
DB01282	carbetocin	-4.245865
DB09074	olaparib	-4.2458725
DB00749	etodolac	-4.2459354
DB00635	prednisone	-4.2459517
DB00981	physostigmine	-4.245961
DB01101	capecitabine	-4.2461276
DB01232	Saquinavir	-4.246131
DB00865	Benzphetamine	-4.246215
DB01035	procainamide	-4.2462697
DB00017	Salmon Calcitonin	-4.246442
aminopentamide		-4.2465515
DB00973	ezetimibe	-4.246556
DB00752	tranylcypromine	-4.246676
DB01065	melatonin	-4.2467146
DB08815	lurasidone	-4.2467737
DB06589	pazopanib	-4.247361
DB01600	tiaprofenic-acid	-4.2475266
DB09167	dosulepin	-4.2476015
DB00334	olanzapine	-4.2476325
DB00570	vinblastine	-4.2476554
DB00241	butalbital	-4.247682
DB00310	chlorthalidone	-4.2477236
DB01126	dutasteride	-4.247886
DB06603	panobinostat	-4.247908
DB01393	bezafibrate	-4.248002
DB01599	probucol	-4.248222
DB06684	vilazodone	-4.248367
DB00904	ondansetron	-4.2484837
DB00612	bisoprolol	-4.248582
DB00376	trihexyphenidyl	-4.2487087
DB00999	hydrochlorothiazide	-4.248741
DB00975	dipyridamole	-4.2487707
DB00093	Felypressin	-4.2489915
DB00864	tacrolimus	-4.249111
DB01203	nadolol	-4.2492313
DB00509	Dextrothyroxine	-4.2492833
DB00370	mirtazapine	-4.249307
DB11363	alectinib	-4.249361
DB01085	pilocarpine	-4.2493763
DB00170	menadione	-4.2494273
DB01366	procaterol	-4.2495947
maropitant		-4.2496076
DB01247	isocarboxazid	-4.2496243
DB09118	stiripentol	-4.249664
DB00337	pimecrolimus	-4.249692
DB01175	escitalopram	-4.249883
DB00863	ranitidine	-4.2500057
DB01588	Prazepam	-4.250024
DB01291	Pirbuterol	-4.250215
DB06148	mianserin	-4.2502856
DB01063	acetophenazine	-4.250489
DB01597	Cilastatin	-4.2505484
DB00524	metolazone	-4.2506547
DB00553	methoxsalen	-4.2507057
DB00927	famotidine	-4.2508736
DB00585	nizatidine	-4.250874
DB03128	acetylcholine	-4.2509184
DB00340	metixene	-4.250985
DB00788	naproxen	-4.251113
DB06700	desvenlafaxine	-4.2514296
DB00774	hydroflumethiazide	-4.251581
DB01013	clobetasol-propionate	-4.251638
DB00439		-4.2518106
DB00916	metronidazole	-4.251844
DB01324	polythiazide	-4.2519407
DB11085	resorcinol	-4.2520103
DB00628	Clorazepate	-4.2521167
DB01022	phytonadione	-4.2521806
DB01625	isopropamide-iodide	-4.252214
hydrocortisone-butyrate		-4.2526484
DB00450	droperidol	-4.25265
DB00097	Choriogonadotropin alfa	-4.252704
DB00047	Insulin Glargine	-4.252824
DB00046	Insulin Lispro	-4.252824
DB00252	phenytoin	-4.252898
DB01149	Nefazodone	-4.2529635
DB01392	yohimbine	-4.252979
DB01156	bupropion	-4.25298
phosphatidylcholine		-4.253008
DB00039	palifermin	-4.2530594
DB00829	diazepam	-4.2530904
DB01142	doxepin	-4.253104
DB00489	sotalol	-4.2532473
DB00884	risedronate	-4.25337
DB00773	etoposide	-4.2537847
DB01168	procarbazine	-4.253947
DB00344	protriptyline	-4.254077
DB01162	terazosin	-4.254256
DB00960	pindolol	-4.25426
DB00673	aprepitant	-4.254354
DB06717	fosaprepitant-dimeglumine	-4.254354
DB09048	netupitant	-4.254354
DB09064	ciprofibrate	-4.2545547
DB01021	trichlormethiazide	-4.2546067
DB00006	bivalirudin	-4.254865
DB01146	diphenylpyraline	-4.255133
DB00697	tizanidine	-4.255456
DB01426	ajmaline	-4.2554846
DB03852	eucalyptol	-4.255535
DB01173	orphenadrine	-4.255589
DB05271	rotigotine	-4.25559
DB01396	Digitoxin	-4.2556176
DB00390	digoxin	-4.255618
DB08985	etilefrine	-4.2557964
DB00054	Abciximab	-4.2558484
DB06655	liraglutide	-4.255887
DB00436	bendroflumethiazide	-4.256016
DB01033	mercaptopurine	-4.2561564
DB11748	benfotiamine	-4.256191
DB00235	milrinone	-4.25626
clebopride		-4.256369
DB00617	paramethadione	-4.2564583
DB00832	phensuximide	-4.2564583
DB05246	methsuximide	-4.2564583
DB00347	trimethadione	-4.2564583
DB01018	guanfacine	-4.2565055
DB00982	isotretinoin	-4.256529
DB06210	eltrombopag	-4.256657
DB01016	glyburide	-4.256665
DB01400	neostigmine	-4.2566743
DB00044	Lutropin alfa	-4.2567506
DB01181	ifosfamide	-4.256755
DB03904	urea	-4.2567677
DB00222	glimepiride	-4.2568955
DB00898	Ethanol	-4.2571344
DB08836	temocapril	-4.2571387
DB00404	Alprazolam	-4.25748
DB00630	alendronate	-4.257684
DB00540	nortriptyline	-4.257773
DB00589	lisuride	-4.2577996
DB01095	fluvastatin	-4.2578034
DB01222	budesonide	-4.2579036
DB09270	coenzyme Q10	-4.2579193
ephedrine-(racemic)		-4.2579203
DB00680	moracizine	-4.2579694
DB00683	Midazolam	-4.258339
ethanolamine-oleate		-4.258494
DB00842	oxazepam	-4.258496
DB00078	Ibritumomab tiuxetan	-4.2586775
DB00810	biperiden	-4.258729
DB09245	toloxatone	-4.2587295
ufenamate		-4.2588797
DB00415	ampicillin	-4.258935
DB02709	resveratrol	-4.2592063
DB05332	Romiplostim	-4.259257
DB09045	Dulaglutide	-4.2592664
DB09043	Albiglutide	-4.2592664
DB13928		-4.2592664
DB09265	Lixisenatide	-4.2592664
DB00434	cyproheptadine	-4.259419
DB00142	L-Glutamic Acid	-4.2594934
DB00335	atenolol-(+/-)	-4.259696
DB00073	Rituximab	-4.2597184
DB09016	Butriptyline	-4.2597795
DB00451	levothyroxine	-4.259876
DB00564	carbamazepine	-4.2599015
DB00493	cefotaxime	-4.2600355
DB09198	Lobeglitazone	-4.2606273
DB12153	citicoline	-4.2606716
DB09140	Oxygen	-4.2608166
DB01158	bretylium	-4.2608914
DB00544	5-fluorouracil	-4.2609797
DB00543	amoxapine	-4.2609835
DB00579	mazindol	-4.2610846
DB06151	acetylcysteine	-4.261382
DB00747	scopolamine	-4.261431
DB01427	amrinone	-4.261755
DB00860	prednisolone	-4.2620234
DB01425	alizapride	-4.2621036
DB01252	mitiglinide	-4.262484
DB01209	Dezocine	-4.262518
DB00808	indapamide	-4.262576
DB00590	doxazosin	-4.2626247
DB00502	haloperidol	-4.2626257
DB01010	edrophonium	-4.2628026
DB00733	pralidoxime	-4.2628026
DB00372	thiethylperazine	-4.263151
DB11827	ertugliflozin	-4.263161
DB00672	chlorpropamide	-4.263446
DB01251	gliquidone	-4.2634625
DB01020	isosorbide-mononitrate	-4.26352
pimobendan		-4.2637005
olprinone		-4.2637005
DB04880	enoximone	-4.2637005
DB00731	nateglinide	-4.2637553
DB01067	glipizide	-4.2637553
DB09038	empagliflozin	-4.263876
DB06292	dapagliflozin	-4.263876
DB08907	canagliflozin	-4.263876
DB01261	sitagliptin	-4.2639933
DB08882	linagliptin	-4.2639933
DB04876	vildagliptin	-4.2639933
DB06203	alogliptin	-4.2639933
DB12082	vesnarinone	-4.2643013
DB01382	Glycodiazine	-4.264321
DB11595	Atezolizumab	-4.264384
DB09292	sacubitril	-4.264524
DB00780	phenelzine	-4.2645597
DB00637	Astemizole	-4.2645802
DB00652	Pentazocine	-4.264817
DB00915	amantadine	-4.26484
DB00794	primidone	-4.264867
DB01276	exenatide	-4.2649045
DB00988	dopamine	-4.265307
DB01031	ethinamate	-4.265319
DB09080	olodaterol	-4.2654085
DB00331	metformin	-4.265478
DB00245	Benzatropine	-4.2657228
DB00912	repaglinide	-4.265733
DB00308	ibutilide	-4.265782
DB00799	tazarotene	-4.265847
DB12523	mizolastine	-4.265892
DB06774	capsaicin	-4.2658954
DB04899	Nesiritide	-4.266094
DB00418	Secobarbital	-4.266247
DB01351	Amobarbital	-4.266372
DB00412	Rosiglitazone	-4.266423
DB00414	acetohexamide	-4.2665105
DB00839	tolazamide	-4.2665105
DB11614	rupatadine	-4.266589
DB08877	ruxolitinib	-4.267077
DB01092	ouabain	-4.26708
DB00204		-4.26713
DB00146	Calcidiol	-4.267192
DB11742	ebastine	-4.2672606
DB01120	gliclazide	-4.267273
DB00213	pantoprazole	-4.267341
DB00545	mestinon	-4.2674265
DB01176	cyclizine	-4.267765
DB06711	naphazoline	-4.26779
DB00033		-4.2678475
DB01410	ciclesonide	-4.268023
DB00284	acarbose	-4.2680817
DB01041	Thalidomide	-4.268099
DB01364	ephedrine	-4.268104
DB00670	pirenzepine	-4.268165
DB00454	Pethidine	-4.268293
DB00844	nalbuphine	-4.2683263
DB00611	Butorphanol	-4.2683263
DB00854	Levorphanol	-4.2683263
DB01056	tocainide	-4.2684574
DB00190	carbidopa	-4.2684994
DB00950	fexofenadine	-4.2685137
DB00939	meclofenamic-acid	-4.2685785
DB09244	pirlindole	-4.2686644
DB01122	ambenonium	-4.2686777
DB00481	raloxifene	-4.268979
methylene-blue		-4.2691407
DB00914	Phenformin	-4.269309
DB00382	tacrine	-4.269338
DB00067	vasopressin	-4.2694483
DB01121	phenacemide	-4.2694507
DB01132	pioglitazone	-4.2694983
DB01186	Pergolide	-4.2695594
DB00970	dactinomycin	-4.2695713
DB01234	dexamethasone	-4.269763
DB00620	triamcinolone	-4.269896
DB13919	candesartan	-4.270022
ipragliflozin-l-proline		-4.2703443
DB01124	tolbutamide	-4.2704163
DB00588	fluticasone propionate	-4.2704287
DB00910	paricalcitol	-4.2705092
DB01009	ketoprofen	-4.27097
DB12417	anagliptin	-4.2711554
DB11950	teneligliptin	-4.2711554
trelagliptin		-4.2711554
DB08870	brentuximab vedotin	-4.271317
DB00841	dobutamine	-4.271572
DB01356	Lithium	-4.2722616
DB00491	miglitol	-4.272285
DB00332	ipratropium	-4.272298
DB09030	vorapaxar	-4.2723904
fludrocortisone-acetate		-4.2725506
DB01148	flavoxate	-4.272557
DB01307	Insulin Detemir	-4.272599
DB00034	Interferon Alfa-2a	-4.2726116
DB00022	Peginterferon alfa-2b	-4.272612
DB01278	Pramlintide	-4.272835
DB00636	clofibrate	-4.2731466
DB00934	maprotiline	-4.2731786
DB00515	cisplatin	-4.2732897
DB00647	Dextropropoxyphene	-4.273302
DB00822	disulfiram	-4.2735167
DB09343	tipiracil	-4.2735486
DB00384	triamterene	-4.273823
DB00307	bexarotene	-4.2738595
DB04846	celiprolol	-4.2739253
DB00813	Fentanyl	-4.273998
DB05260		-4.274016
DB00583	levocarnitine	-4.2742496
DB00754	ethotoin	-4.274293
DB00040	Glucagon recombinant	-4.2743607
DB00719	azatadine	-4.274803
DB00169	cholecalciferol	-4.274892
DB01380	cortisone-acetate	-4.274962
DB06219	Dalbavancin	-4.274997
DB00902	Methdilazine	-4.2750297
DB00071	insulin, neutral	-4.2751036
DB01114	chlorphenamine	-4.275133
DB01166	cilostazol	-4.275182
DB00325	Nitroprusside	-4.275207
DB00797	tolazoline	-4.2752423
DB00741	hydrocortisone	-4.275286
DB01136	carvedilol	-4.2753453
DB00853	temozolomide	-4.2756724
DB00477	chlorpromazine	-4.275806
DB06335	saxagliptin	-4.275915
DB02546	vorinostat	-4.2760816
DB00419	miglustat	-4.276182
DB00659	acamprosate	-4.2762303
DB00622	nicardipine	-4.276819
DB00443	betamethasone	-4.276839
DB00226	guanadrel	-4.2768493
DB00248	cabergoline	-4.276874
DB01260	desonide	-4.277175
DB00424	hyoscyamine	-4.2772074
DB00126	Vitamin C	-4.277436
DB01397	Magnesium salicylate	-4.2774954
DB00997	doxorubicin	-4.2775397
DB00690	Flurazepam	-4.2775774
DB00897	Triazolam	-4.2775774
DB00231	Temazepam	-4.2775774
DB01589	quazepam	-4.2775774
DB00586	diclofenac	-4.277742
DB00105		-4.277757
DB01240	epoprostenol	-4.277778
DB00533		-4.277808
DB00712	flurbiprofen-(+/-)	-4.2779374
DB00575	clonidine	-4.2780623
DB00189	Ethchlorvynol	-4.278191
DB01437	Glutethimide	-4.278191
DB01107	methyprylon	-4.278191
DB01185	fluoxymesterone	-4.278255
DB00959	methylprednisolone	-4.278417
DB09564	Insulin Degludec	-4.278469
DB00796	candesartan-cilextil	-4.2784934
DB00593	ethosuximide	-4.278569
DB00159	icosapent	-4.2786026
DB01068	clonazepam	-4.2786283
DB06285	Teriparatide	-4.2786427
DB11783	imidapril	-4.2787232
DB00963	Bromfenac	-4.2791667
DB01070	dihydrotachysterol	-4.279294
DB00008	Peginterferon alfa-2a	-4.2793245
DB00401	nisoldipine	-4.279393
DB01199	tubocurarine	-4.2794037
DB01075	diphenhydramine	-4.2795296
DB01626	pargyline	-4.279811
DB01352	APROBARBITAL	-4.2799435
DB00989	rivastigmine	-4.2800546
DB00459	acitretin	-4.2800603
DB01558	Bromazepam	-4.2801332
DB00929	misoprostol	-4.280216
DB04920	cleviprex	-4.2805557
DB00268	ropinirole	-4.280616
DB00413	pramipexole	-4.280616
DB00421	spironolactone	-4.2806296
DB00674	galantamine	-4.280713
DB04216	quercetin	-4.280839
DB00313	Valproic Acid	-4.280869
icatibant-acetate		-4.2808843
DB00175	pravastatin	-4.2809424
DB01076	atorvastatin	-4.280952
DB01029	irbesartan	-4.281084
DB00367	levonorgestrel	-4.28122
DB01235	levodopa	-4.281265
DB00366	doxylamine	-4.281412
DB01193	acebutolol	-4.2815495
DB09279	fimasartan	-4.281577
DB00678	losartan	-4.281656
DB01246	Trimeprazine	-4.2816997
DB09302	Alirocumab	-4.281782
DB09389	norgestrel	-4.281901
DB00391	SULPIRIDE	-4.2820816
DB11598	Antithrombin III	-4.2822375
DB00843	donepezil	-4.2824407
DB00004	Denileukin diftitox	-4.2825127
DB00363	clozapine	-4.283179
DB06691	mepyramine	-4.283456
DB09229	Aranidipine	-4.283803
DB00201	caffeine	-4.283836
DB00227	lovastatin	-4.2838807
DB00940	methantheline	-4.2838926
DB00714	Apomorphine	-4.283911
DB00482	celecoxib	-4.284769
caramiphen		-4.284893
DB01228	Encainide	-4.285325
DB12163	sarpogrelate	-4.2854705
DB00715	paroxetine	-4.2854757
DB00264	metoprolol	-4.2855988
DB01003	cromoglicic-acid	-4.2856836
DB00962	zaleplon	-4.2859163
DB00104	octreotide	-4.286054
DB00691	moexipril	-4.2860823
DB09067	corticorelin ovine triflutate	-4.2862163
DB01088	iloprost	-4.2862225
DB01098	rosuvastatin	-4.2862563
DB00710	ibandronate	-4.28668
DB00792	tripelennamine	-4.286875
DB01113	papaverine	-4.2869177
DB00360	sapropterin	-4.287105
DB01037	selegiline	-4.28712
DB00834	mifepristone	-4.2873254
DB00293	raltitrexed	-4.287341
DB01039	fenofibrate	-4.28744
DB00318	Codeine	-4.287508
megestrol-acetate		-4.28751
DB01262	decitabine	-4.287595
DB00968	methyldopa	-4.287725
DB00145	Glycine	-4.2880697
DB00052	Somatropin recombinant	-4.288125
DB01023	felodipine	-4.2885556
DB00641	simvastatin	-4.288637
DB00571	propranolol	-4.288708
DB00199	erythromycin	-4.28891
DB09213	Dexibuprofen	-4.289002
DB00035	Desmopressin	-4.289096
DB00368	norepinephrine	-4.2891116
DB08822	Azilsartan medoxomil	-4.2891564
DB00374	Treprostinil	-4.2892113
DB00283	clemastine	-4.28923
DB00475	Chlordiazepoxide	-4.2892337
DB00068	Interferon beta-1b	-4.2892785
DB00966	telmisartan	-4.2896137
DB08867	ulipristal	-4.289736
DB00806	pentoxifylline	-4.2898684
DB00069		-4.2899327
DB01204	mitoxantrone	-4.2900004
DB11995	avatrombopag	-4.2900386
DB00542	benazepril	-4.290179
DB01340	cilazapril	-4.290179
DB00837		-4.2902765
DB00060	INTERFERON BETA-1A,RECOMBINANT	-4.29039
DB04837	clofedanol	-4.290417
DB00849	Methylphenobarbital	-4.2904387
DB11824	tofogliflozin	-4.2905264
DB12478	piribedil	-4.2907157
DB00328	indomethacin	-4.29074
DB00179	masoprocol	-4.290747
DB00161	L-Valine	-4.2908797
DB01619	phenindamine	-4.2911057
DB00629	Guanabenz	-4.291115
DB09230	azelnidipine	-4.29179
DB01349	Tasosartan	-4.291945
DB00191	phentermine	-4.2921643
DB00594	amiloride	-4.2921767
DB00798	Gentamicins	-4.2923465
DB00643	mebendazole	-4.292387
DB00846	fludroxycortide	-4.292506
DB04855	dronedarone	-4.292847
DB00692	phentolamine	-4.2928667
chlorogenic-acid		-4.292884
DB00457	prazosin	-4.29348
DB06264	tolperisone	-4.29362
vinburnine		-4.2936735
DB00514	dextromethorphan	-4.2940865
DB06176	romidepsin	-4.2941923
DB00186	lorazepam	-4.2943463
DB00818	propofol	-4.294675
DB11757	istradefylline	-4.2948556
DB00876	eprosartan	-4.2948875
DB00177	valsartan	-4.2948875
DB00275	olmesartan	-4.2948875
DB00292	etomidate	-4.2950106
thiram		-4.2951508
DB00580		-4.295202
DB08860	pitavastatin	-4.2956934
DB00903	etacrynic-acid	-4.2957973
DB00956	Hydrocodone	-4.295833
DB00546	Adinazolam	-4.2958336
DB09205	Moxisylyte	-4.2960544
DB00881	quinapril	-4.2961187
DB00784	mefenamic-acid	-4.296284
DB00379	mexiletine	-4.296573
DB00871	terbutaline	-4.296698
DB00240	ALCLOMETASONE	-4.2967834
DB00153	ergocalciferol	-4.2973456
DB01130	prednicarbate	-4.2975917
DB01100	pimozide	-4.2978234
DB06663	pasireotide	-4.2979174
DB00158	folic-acid	-4.2981253
DB00212	Remikiren	-4.298229
DB00288	amcinonide	-4.2983084
DB00758	clopidogrel	-4.298374
DB00790	perindopril	-4.2984962
DB01017	minocycline	-4.2985797
DB01064	isoprenaline	-4.2986617
DB01611	Hydroxychloroquine	-4.2987523
DB00699	nicergoline	-4.299459
DB01073	fludarabine	-4.2995324
DB01129	rabeprazole	-4.2997017
DB00764	mometasone	-4.2997527
DB00761	potassium chloride	-4.299772
DB00157	NADH	-4.29982
DB08908	dimethyl-fumarate	-4.300071
DB01030	topotecan	-4.3003736
DB00397	Phenylpropanolamine	-4.3004184
DB02638	terlipressin	-4.3004813
DB06786	halcinonide	-4.3006754
DB01348	Spirapril	-4.300764
DB00656	trazodone	-4.300788
DB00928	azacitidine	-4.300937
DB11274		-4.300978
DB00942	Cycrimine	-4.3010416
DB06716	Fospropofol	-4.301553
DB00223	DIFLORASONE	-4.301776
DB00392	profenamine	-4.301835
DB00279	liothyronine	-4.301899
DB00805	minaprine	-4.301954
DB00115	cyanocobalamin	-4.301997
quinaprilat		-4.302251
DB00847	cysteamine	-4.3023944
DB09235	Efonidipine	-4.3024025
DB00547	desoximetasone	-4.3026237
DB00775	tirofiban	-4.302886
DB00063	eptifibatide	-4.302886
DB00341	cetirizine	-4.3032684
DB00967	desloratadine	-4.303269
DB12017	ozagrel	-4.303535
DB00388	phenylephrine	-4.303752
DB01367	rasagiline	-4.304039
DB00206	reserpine	-4.304255
DB01359	penbutolol	-4.304272
melevodopa		-4.3043294
DB04878	voglibose	-4.3044953
DB01183	naloxone	-4.304648
DB00517	Anisotropine Methylbromide	-4.304665
DB00501	cimetidine	-4.304686
benztropine-mesylate		-4.305322
DB01001	albuterol	-4.3055043
DB06401	bazedoxifene	-4.3055553
DB00824		-4.305607
DB01043	memantine	-4.3060164
DB00700	eplerenone	-4.3066683
DB00519	trandolapril	-4.3068123
DB00214	torasemide	-4.306877
DB01047	fluocinonide	-4.306995
DB00215	citalopram	-4.307039
DB01174	Phenobarbital	-4.3070483
DB00661	verapamil	-4.3071313
DB00695	furosemide	-4.307518
DB00343	diltiazem	-4.30759
DB06643	Denosumab	-4.3077784
DB00200	Hydroxocobalamin	-4.307878
DB00285	venlafaxine	-4.308113
DB09015	potassium-canrenoate	-4.308206
DB00373	timolol	-4.308799
DB01277	Mecasermin	-4.309068
DB01104	sertraline	-4.309383
r(-)-apomorphine		-4.3096404
DB00887	bumetanide	-4.3097234
DB00851	dacarbazine	-4.3098335
DB00302	Tranexamic Acid	-4.3098416
DB00596	halobetasol	-4.309904
DB00838	CLOCORTOLONE	-4.3099046
DB00178	ramipril	-4.310193
DB00471	montelukast	-4.31023
DB12783	benserazide	-4.310325
DB08936	chlorcyclizine	-4.310326
DB00455	loratadine	-4.310492
DB11632	OPICAPONE	-4.3108726
DB01195	flecainide	-4.311478
DB05015	belinostat	-4.311727
DB06272	maxacalcitol	-4.3119426
DB01609	deferasirox	-4.311948
DB01069	promethazine	-4.312141
DB00281	lidocaine	-4.313284
DB00771	clidinium	-4.3133245
DB12243	edaravone	-4.3133616
DB01229	paclitaxel	-4.3134327
DB00694	daunorubicin	-4.3139625
DB01182	propafenone	-4.3143287
DB00261	anagrelide	-4.314564
budipine		-4.314751
DB01237	Bromodiphenhydramine	-4.314857
DB09488	acrivastine	-4.315129
DB08814	triflusal	-4.315166
DB00162	retinol	-4.315797
DB00668	epinephrine	-4.315935
DB00270	isradipine	-4.316115
DB09097	quinagolide	-4.3161583
camostat-mesilate		-4.3165126
DB06813	pralatrexate	-4.316616
DB00935	oxymetazoline	-4.3168464
DB00001	Lepirudin	-4.317116
DB00254	doxycycline	-4.3172445
DB00492	fosinopril	-4.3174458
DB00494	entacapone	-4.3175936
DB00323	Tolcapone	-4.3175936
DB00978	lomefloxacin	-4.3186865
DB09059	atosiban	-4.319544
DB00763	methimazole	-4.3196726
DB00528	lercanidipine	-4.3200297
DB01436	alfacalcidol	-4.320391
DB01333	cefradine	-4.320463
DB00765	metirosine	-4.3204985
DB06209	prasugrel	-4.320543
DB00640	adenosine	-4.3206244
DB04861	nebivolol	-4.320643
DB00725	Homatropine Methylbromide	-4.3207345
DB05541	brivaracetam	-4.320801
DB00228	Enflurane	-4.321242
DB00462	Methylscopolamine bromide	-4.321375
DB00180	flunisolide	-4.321455
DB04838	cyclandelate	-4.321611
DB01179	podophyllotoxin	-4.3223863
DB00280	disopyramide	-4.322655
DB00242	cladribine	-4.3229575
DB01060	amoxicillin	-4.323533
DB00995	auranofin	-4.323663
DB01365	mephentermine	-4.3237534
DB00521	carteolol	-4.323946
DB04572	thiotepa	-4.3241906
DB08816	ticagrelor	-4.3243704
DB03085	glycolic acid	-4.3244295
DB12831	gabexate	-4.3245106
DB06168	Canakinumab	-4.325527
DB00010	Sermorelin	-4.3257413
DB00591	Fluocinolone Acetonide	-4.325924
DB00653	Magnesium Sulfate	-4.3259587
DB00782	propantheline	-4.326001
DB06470	clomethiazole	-4.326528
DB00663	flumethasone	-4.326622
DB01263	posaconazole	-4.3269954
DB01089	deserpidine	-4.327622
DB06479	propentofylline	-4.32831
DB11675	mosapride	-4.328321
DB09026	aliskiren-hemifumarate	-4.32875
DB08826	deferiprone	-4.329297
DB01214	Metipranolol	-4.3294926
DB00777	propiomazine	-4.329726
ftorafur		-4.3300347
DB12947	doxifluridine	-4.3300347
DB09010	carmofur	-4.3300347
DB00727	Nitroglycerin	-4.33034
DB04843	mepenzolate	-4.3309684
SN-38		-4.331055
DB00722	lisinopril	-4.332311
DB01137	levofloxacin	-4.3330674
DB00598	labetalol	-4.334252
DB03754	Tromethamine	-4.334877
DB09228	CONESTAT ALFA	-4.3355026
DB01194	brinzolamide	-4.335706
DB00908	quinidine	-4.3357296
DB00852	Pseudoephedrine	-4.3358345
DB00759	tetracycline	-4.33597
DB00869	dorzolamide	-4.3363166
DB00946	phenprocoumon	-4.336368
DB00472	fluoxetine	-4.337491
DB05016	ataluren	-4.3376074
DB06707	levonordefrin	-4.337613
DB01215	Estazolam	-4.3379364
DB00679	Thioridazine	-4.3383474
DB00195	betaxolol	-4.339181
DB01119	diazoxide	-4.3394604
DB00539	toremifene	-4.340244
DB00128	L-Aspartic Acid	-4.3404565
DB00816	metaproterenol	-4.341406
DB09290	ramosetron	-4.3415837
DB01197	captopril	-4.3420677
DB00287	travoprost	-4.3428307
DB00654	latanoprost	-4.3428307
DB08819	Tafluprost	-4.3428307
DB00682	warfarin	-4.3432875
DB01275	hydralazine	-4.3433924
falecalcitriol		-4.3436675
DB00537	ciprofloxacin	-4.3440313
DB01254	dasatinib	-4.3443537
DB01046	lubiprostone	-4.3448544
DB01210	levobunolol	-4.3452964
DB05039	indacaterol	-4.3453007
DB00905	bimatoprost	-4.3461275
DB08941	isoxsuprine	-4.34684
DB00994	Neomycin	-4.347025
DB00009	Alteplase	-4.3470445
DB00218	moxifloxacin	-4.347322
DB06211	doripenem	-4.3473907
DB01395	drospirenone	-4.3483253
DB09351	levobetaxolol	-4.3483562
DB00393	nimodipine	-4.3488355
DB01408	bambuterol	-4.3496037
DB01165	ofloxacin	-4.349938
DB06193	pixantrone	-4.3505387
DB00208	ticlopidine	-4.3508644
DB00484	brimonidine	-4.351397
DB06720	velaglucerase alfa	-4.3519244
DB00147	pyridoxal	-4.352037
DB00048	Collagenase clostridium histolyticum	-4.35221
DB01270	Ranibizumab	-4.352792
DB09039	eliglustat	-4.354053
DB00498	phenindione	-4.3542013
DB04895	Pegaptanib	-4.3547263
DB06271	Sulodexide	-4.3549237
DB01220	rifaximin	-4.355035
DB00357	aminoglutethimide	-4.3573666
DB01115	nifedipine	-4.3579016
DB00800	fenoldopam	-4.358811
DB00350	minoxidil	-4.3593955
DB00610	metaraminol	-4.359853
DB01108	trilostane	-4.3601294
DB09121	aurothioglucose	-4.360622
DB00619	imatinib	-4.3607435
DB06694	xylometazoline	-4.3619757
DB11712	tezacaftor	-4.3621726
